title,mileage,primary_price,dealer_name,sds_rating_count,sds_rating_link_sds_button_link,link
2020 Mercedes-Benz GLA 250 Base 4MATIC,"27,567 mi.","$33,991",Mercedes-Benz of Gilbert,3.8,346 reviews,https://www.cars.com/vehicledetail/3da99118-3373-4c87-b0ef-f301f63aea5d/
2019 Mercedes-Benz AMG GLE 63 S 4MATIC Coupe,"33,040 mi.","$69,635",Jackie Cooper Imports,4.9,"3,954 reviews",https://www.cars.com/vehicledetail/8a3663c2-68a7-494f-9b4e-b856e1a9e662/
2022 Mercedes-Benz GLB 250 Base,"28,394 mi.","$41,809",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/01cce7bc-ef76-404d-a35c-d9beebb471b2/
2023 Mercedes-Benz C-Class C 300 4MATIC,"3,645 mi.","$60,240",Mercedes-Benz of Hoffman Estates,4.6,"1,178 reviews",https://www.cars.com/vehicledetail/c2c8ab48-d6df-4387-91d9-a23b6d1a77e6/
2022 Mercedes-Benz AMG GT 53 Base,"11,097 mi.","$119,983",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/17532d08-0793-4ece-bfe6-9edfeb293f97/
2020 Mercedes-Benz GLC 300 Base 4MATIC,"23,498 mi.","$38,167",Mercedes-Benz of White Plains,4.3,"1,645 reviews",https://www.cars.com/vehicledetail/69c02c70-38a2-41ea-8253-05854b037ea0/
2019 Mercedes-Benz C-Class C 300 4MATIC,"36,564 mi.","$32,775",Mercedes-Benz of Northwest Arkansas,sds-rating--not-rated,45 reviews,https://www.cars.com/vehicledetail/45a0a4e2-9d33-485a-9d8b-75e6cc4ede4b/
2022 Mercedes-Benz S-Class S 500 4MATIC,"5,931 mi.","$98,984",Mercedes-Benz of Ontario,4.8,"2,011 reviews",https://www.cars.com/vehicledetail/69ff96ca-a1c7-4c71-8edf-9486bd10dc48/
2021 Mercedes-Benz C-Class C 300,"10,353 mi.","$46,297",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/843dffc8-b494-4978-a8c0-88431eca1f9e/
2013 Mercedes-Benz GLK-Class GLK 350 4MATIC,"113,678 mi.","$16,000",Luther Burnsville Hyundai,4.4,"1,587 reviews",https://www.cars.com/vehicledetail/8e8bca9a-255d-4a20-baef-7e88dc9b6354/
2019 Mercedes-Benz A-Class A 220 4MATIC,"28,809 mi.","$31,800",Mercedes-Benz of Clearwater,4.7,454 reviews,https://www.cars.com/vehicledetail/0b574592-ddd4-4bb6-8f8d-4b10ea66c7f4/
2020 Mercedes-Benz S-Class S 450,"15,915 mi.","$69,985",Mercedes-Benz of Arrowhead,3.1,234 reviews,https://www.cars.com/vehicledetail/9ff77688-e249-4cae-8afe-a442f0f12ac9/
2022 Mercedes-Benz C-Class C 300,"7,755 mi.","$45,000",Mercedes-Benz of Plano,4.7,"1,818 reviews",https://www.cars.com/vehicledetail/96eb17f4-2a5d-4ebe-8e47-cd94da6e4668/
2020 Mercedes-Benz AMG CLA 45 ,"38,412 mi.","$49,990",Mercedes-Benz of Cutler Bay,4.9,"3,510 reviews",https://www.cars.com/vehicledetail/4d54d864-d2fa-4147-8643-eea1c2a9cb26/
2021 Mercedes-Benz GLE 350 Base 4MATIC,"32,945 mi.","$52,132",Mercedes-Benz of North Olmsted,4.7,"1,529 reviews",https://www.cars.com/vehicledetail/76c20dbb-8bc2-4a71-9d4f-8ccd6ad3a053/
2020 Mercedes-Benz SLC 300 Base,"19,045 mi.","$44,886",W.I. Simonson Inc.,4.7,877 reviews,https://www.cars.com/vehicledetail/f5ba58c8-bdf6-4817-975b-70b089a815fa/
2021 Mercedes-Benz GLB 250 Base 4MATIC,"15,613 mi.","$41,699",Mercedes-Benz of Columbus,4.7,"1,172 reviews",https://www.cars.com/vehicledetail/ee8deef4-656d-4122-9e9a-3abde25af78f/
2019 Mercedes-Benz GLC 300 4MATIC Coupe,"51,033 mi.","$39,488",Mercedes-Benz of Stevens Creek,4.6,"2,149 reviews",https://www.cars.com/vehicledetail/1e0e1e3e-644c-4867-8524-0c64ab6768c9/
2020 Mercedes-Benz GLS 450 Base 4MATIC,"31,621 mi.","$70,976",Mercedes-Benz of Atlanta Northeast,4.7,"2,015 reviews",https://www.cars.com/vehicledetail/1902802b-277e-4e32-9bf8-a5c1518ca341/
2021 Mercedes-Benz E-Class E 350 4MATIC,"2,380 mi.","$52,735",Mercedes-Benz of Clearwater,4.7,454 reviews,https://www.cars.com/vehicledetail/f26ce171-d9e2-4364-9796-c36a59d97cf4/
2021 Mercedes-Benz E-Class E 350,"9,683 mi.","$52,000",Mercedes-Benz of North Palm Beach,3.1,50 reviews,https://www.cars.com/vehicledetail/f65d7097-3f8b-4166-bf3c-f38551315d31/
2020 Mercedes-Benz GLC 300 Base 4MATIC,"33,601 mi.","$36,499",Silver Star Motors,4.5,764 reviews,https://www.cars.com/vehicledetail/c71b5ab9-1d15-46fa-91de-b65017935e05/
2018 Mercedes-Benz SL 550 Base,"15,248 mi.","$73,889",Benzel-Busch Motor Car,4.5,"5,171 reviews",https://www.cars.com/vehicledetail/2972806d-a83a-46a6-8f50-ff28c0d52af1/
2020 Mercedes-Benz E-Class E 350 4MATIC,"17,689 mi.","$45,987",Mercedes-Benz of North Haven,4.8,"1,248 reviews",https://www.cars.com/vehicledetail/058f0b4e-9f81-42c1-a992-8ed02693cc15/
2020 Mercedes-Benz GLC 300 Base 4MATIC,"46,520 mi.","$38,998",Mercedes-Benz of Nanuet,4.7,262 reviews,https://www.cars.com/vehicledetail/28ea1b3a-881b-4fe0-b296-fb4ba8a3a7d6/
2019 Mercedes-Benz AMG E 53 Base 4MATIC,"29,315 mi.","$62,967",Mercedes-Benz of Delray,4.5,"1,689 reviews",https://www.cars.com/vehicledetail/7c4c785f-1156-4def-a0a0-039c827ba01d/
2021 Mercedes-Benz GLB 250 Base 4MATIC,"23,102 mi.","$42,876",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/80c074a7-704f-40b0-8d2e-f938291e7af7/
2020 Mercedes-Benz GLS 450 Base 4MATIC,"34,872 mi.","$67,988",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/6c6d670e-936f-4588-a52c-c518998eaba2/
2020 Mercedes-Benz AMG CLS 53 AWD 4MATIC,"26,978 mi.","$66,021",Mercedes-Benz of Durham,4.7,153 reviews,https://www.cars.com/vehicledetail/b0178f89-8a16-49d4-98d0-4d143fed7894/
2019 Mercedes-Benz C-Class C 300,"40,296 mi.","$33,988",Mercedes-Benz of Mt. Pleasant,4.7,64 reviews,https://www.cars.com/vehicledetail/0e6fd071-913e-4c1f-bf35-946bd1209b8a/
2020 Mercedes-Benz S-Class S 450,"19,351 mi.","$65,894",Fletcher Jones Motorcars - Newport Beach,4.9,"5,337 reviews",https://www.cars.com/vehicledetail/586de836-3756-4ab3-b076-a743ed57b20b/
2020 Mercedes-Benz C-Class ,"35,562 mi.","$33,500",Vin Devers Autohaus of Sylvania,4.8,647 reviews,https://www.cars.com/vehicledetail/0e2d7d4b-9578-4a54-8f24-9e65ee6235a8/
2020 Mercedes-Benz S-Class S 560,"23,611 mi.","$62,999",W.I. Simonson Inc.,4.7,877 reviews,https://www.cars.com/vehicledetail/ab7ad2e8-12eb-4872-8db8-a7ae59e82eb7/
2018 Mercedes-Benz C-Class C 300,"45,245 mi.","$26,999",Mercedes-Benz of Walnut Creek,4.5,"1,009 reviews",https://www.cars.com/vehicledetail/ce47f4df-56d8-4a72-9693-deb5cfc5d8b9/
2021 Mercedes-Benz GLC 300 Base,"17,419 mi.","$39,541",Jackie Cooper Imports,4.9,"3,954 reviews",https://www.cars.com/vehicledetail/57ad7b64-4a12-4f2a-bf42-104bc0dfaff9/
2019 Mercedes-Benz AMG GLC 43 Base 4MATIC,"40,789 mi.","$46,900",Mercedes-Benz of Wilmington,4.6,"1,793 reviews",https://www.cars.com/vehicledetail/b2501169-1f4e-4841-9d54-9d0ab5745a0b/
2020 Mercedes-Benz C-Class C 300,"20,015 mi.","$44,390",Mercedes-Benz of South Bay,4.5,"1,773 reviews",https://www.cars.com/vehicledetail/d14a501d-a02e-4ea3-bba9-66ee02b2ca8a/
2017 Mercedes-Benz C-Class C 300,"60,889 mi.","$24,991",Capital Eurocars,4.9,"1,948 reviews",https://www.cars.com/vehicledetail/22c1d45f-dde8-4d43-9a94-c1a142f1f611/
2018 Mercedes-Benz GLE 350 Base 4MATIC,"69,556 mi.","$32,998",Mercedes-Benz of Nashville,4.5,912 reviews,https://www.cars.com/vehicledetail/5fa16fc4-1ffa-4bd8-a3ba-0747c390b1df/
2018 Mercedes-Benz GLE 350 Base 4MATIC,"50,589 mi.","$35,683",Mercedes-Benz of Atlanta Northeast,4.7,"2,015 reviews",https://www.cars.com/vehicledetail/7b21ac53-b983-436e-9657-78be2dd1592f/
2021 Mercedes-Benz E-Class E 450 4MATIC,"7,538 mi.","$68,490",Mercedes-Benz of New London,sds-rating--not-rated,233 reviews,https://www.cars.com/vehicledetail/d3ba86c9-a868-4eab-a0fd-bdea537a9c4b/
2021 Mercedes-Benz GLB 250 Base,"18,745 mi.","$39,600",Mercedes-Benz of Carlsbad,sds-rating--not-rated,418 reviews,https://www.cars.com/vehicledetail/135b2c57-4239-4d46-90e2-fbb49d09a2df/
2020 Mercedes-Benz GLS 450 Base 4MATIC,"48,580 mi.","$67,883",Mercedes-Benz Of Athens,4.2,275 reviews,https://www.cars.com/vehicledetail/3e7d38da-1225-446d-8967-695c6deed4cd/
2022 Mercedes-Benz GLB 250 Base,"4,705 mi.","$38,988",Mercedes-Benz of Stevens Creek,4.6,"2,149 reviews",https://www.cars.com/vehicledetail/2921e09e-72df-4114-b56c-c1fefa89b95d/
2021 Mercedes-Benz GLB 250 Base 4MATIC,"14,184 mi.","$40,750",Mercedes-Benz of Plano,4.7,"1,818 reviews",https://www.cars.com/vehicledetail/84639995-3d4f-4b94-b4d2-ad548d15d753/
2019 Mercedes-Benz E-Class E 300,"19,853 mi.","$38,000",Mercedes-Benz of North Palm Beach,3.1,50 reviews,https://www.cars.com/vehicledetail/5db9beaa-860a-4298-b215-b7d11902016f/
2021 Mercedes-Benz E-Class E 350,"22,459 mi.","$49,000",Mercedes-Benz of North Palm Beach,3.1,50 reviews,https://www.cars.com/vehicledetail/e10da9b4-e02c-42ac-a722-cbaca662baa9/
2021 Mercedes-Benz AMG GLE 53 Base,"17,619 mi.","$92,999",Mercedes-Benz of Hoffman Estates,4.6,"1,178 reviews",https://www.cars.com/vehicledetail/aa27d1f4-37b7-4a6d-b47c-ae4f4a01a22c/
2022 Mercedes-Benz GLS 450 ,"13,793 mi.","$83,000",MERCEDES-BENZ OF ST. GEORGE,sds-rating--not-rated,1 review,https://www.cars.com/vehicledetail/b66a3bb6-ca9a-4a95-b383-aab05cf4284f/
2020 Mercedes-Benz S-Class S 560,"15,084 mi.","$74,985",Mercedes-Benz of Arrowhead,3.1,234 reviews,https://www.cars.com/vehicledetail/ce28849f-8482-421d-bb54-f88c2a68e331/
2023 Mercedes-Benz S-Class S 500 4MATIC,"2,151 mi.","$109,994",Mercedes-Benz of Scottsdale,3.3,461 reviews,https://www.cars.com/vehicledetail/4cbda8d1-ec31-447a-bb9a-a263ac579b2e/
2019 Mercedes-Benz S-Class S 560,"50,615 mi.","$56,587",Mercedes-Benz of Monterey,sds-rating--not-rated,60 reviews,https://www.cars.com/vehicledetail/d6fb8b9d-0de6-47aa-82bd-169f45289ca0/
2021 Mercedes-Benz CLA 250 ,"17,348 mi.","$42,998",Mercedes-Benz of Boston,4.9,"1,992 reviews",https://www.cars.com/vehicledetail/80fc013b-6290-4464-96c8-b99fc5a657cb/
2022 Mercedes-Benz AMG GLA 35 Base 4MATIC,"10,246 mi.","$46,742",Mercedes-Benz of Beaumont,4.6,552 reviews,https://www.cars.com/vehicledetail/a6e14f04-0393-41e3-b293-bceadf0e5c0a/
2021 Mercedes-Benz C-Class C 300 4MATIC,"35,710 mi.","$43,411",Mercedes-Benz of Baton Rouge,5.0,844 reviews,https://www.cars.com/vehicledetail/159f4503-43f4-4ed6-8247-1a3674e07c42/
2021 Mercedes-Benz E-Class ,"18,431 mi.","$47,400",Mercedes-Benz Of Oklahoma City,4.3,146 reviews,https://www.cars.com/vehicledetail/e6fd570c-52c1-4d48-9a92-49999ad7fffc/
2021 Mercedes-Benz CLS 450 ,"8,647 mi.","$65,989",Mercedes-Benz Of Daytona Beach,4.6,"1,716 reviews",https://www.cars.com/vehicledetail/6e909fc0-933d-467b-a6bb-035d0865af09/
2020 Mercedes-Benz SL 550 Base,"4,836 mi.","$92,985",Mercedes-Benz of Palm Springs,4.3,363 reviews,https://www.cars.com/vehicledetail/2c17c263-a337-4c18-8865-a7f1d12ddd09/
2020 Mercedes-Benz GLA 250 Base,"40,883 mi.","$32,756",Mercedes-Benz of Tyler,4.8,256 reviews,https://www.cars.com/vehicledetail/aa69cbd0-528e-48bd-ab89-3e0e24952fbd/
2020 Mercedes-Benz GLS 580 Base 4MATIC,"27,436 mi.","$85,671",Mercedes-Benz of Beaumont,4.6,552 reviews,https://www.cars.com/vehicledetail/75f32350-d39b-44f4-959d-ee7d90e37a6f/
2019 Mercedes-Benz AMG E 53 ,"37,568 mi.","$54,981",Mercedes-Benz of Music City,4.9,770 reviews,https://www.cars.com/vehicledetail/eefeaa7b-1b98-4e00-bb3b-bb80e95c241e/
2022 Mercedes-Benz GLB 250 ,"7,161 mi.","$37,900",Mercedes-Benz of Escondido,2.3,184 reviews,https://www.cars.com/vehicledetail/116c9409-61f3-4f62-9edc-a16b0a420102/
2021 Mercedes-Benz A-Class ,"17,639 mi.","$35,659",Mercedes-Benz of Midlothian,5.0,"1,313 reviews",https://www.cars.com/vehicledetail/847fb0ce-ce1a-45e4-908f-992e0d1d84d9/
2019 Mercedes-Benz AMG GLE 43 ,"29,393 mi.","$59,997",Mercedes-Benz of Salem,4.8,473 reviews,https://www.cars.com/vehicledetail/2ccff4b3-680f-42ac-ba1c-67c4b7972d71/
2018 Mercedes-Benz AMG GT ,"18,242 mi.","$110,000",New Country Motor Cars,3.3,600 reviews,https://www.cars.com/vehicledetail/b0005249-7ce2-4b2d-b856-f27ba13fc8c7/
2020 Mercedes-Benz GLC 350e ,"23,259 mi.","$44,991",Luxury Auto Mall of Sioux Falls,5.0,10 reviews,https://www.cars.com/vehicledetail/2ca66ee7-6ffa-45d9-b0c3-3ad82f6357b8/
2020 Mercedes-Benz AMG C 43 ,"42,069 mi.","$46,924",Mercedes-Benz of Tyler,4.8,256 reviews,https://www.cars.com/vehicledetail/41e89c61-1e9c-40ac-b46a-2b8a61d509b7/
2022 Mercedes-Benz GLB 250 Base 4MATIC,"4,204 mi.","$40,497",Loeber Motors Inc.,4.3,540 reviews,https://www.cars.com/vehicledetail/4de577b1-781e-43af-94d1-79aa27323133/
2019 Mercedes-Benz GLS 450 Base 4MATIC,"48,967 mi.","$50,882",Mercedes-Benz of Atlanta Northeast,4.7,"2,015 reviews",https://www.cars.com/vehicledetail/0772923c-9b3a-4c83-9a5d-2cff55db87f9/
2019 Mercedes-Benz GLC 300 ,"46,904 mi.","$29,856",Mercedes-Benz of Beaumont,4.6,552 reviews,https://www.cars.com/vehicledetail/8721ff5f-4bb0-439a-9525-9aadc09742b7/
2019 Mercedes-Benz GLS 450 Base 4MATIC,"47,120 mi.","$54,990",Mercedes-Benz of Lancaster,4.8,169 reviews,https://www.cars.com/vehicledetail/fb22b8bf-c5a4-4627-a4b6-d1bacf68a5aa/
2019 Mercedes-Benz S-Class S 560,"23,183 mi.","$70,894",Fletcher Jones Motorcars - Newport Beach,4.9,"5,337 reviews",https://www.cars.com/vehicledetail/f26283b3-fa52-4017-8d52-5c8aef8e3724/
2019 Mercedes-Benz G-Class G 550 4MATIC,"29,810 mi.","$133,991",Capital Eurocars,4.9,"1,948 reviews",https://www.cars.com/vehicledetail/09f09d58-8037-4028-90a1-962a0c55c2bc/
2020 Mercedes-Benz GLS 450 Base 4MATIC,"30,238 mi.","$71,905",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/041ed6c9-cc56-41b5-861b-a1b1ce742aef/
2022 Mercedes-Benz GLS 450 4MATIC,"17,077 mi.","$85,492",Mercedes-Benz of Atlanta Northeast,4.7,"2,015 reviews",https://www.cars.com/vehicledetail/a99592d8-92d4-465b-9760-5396482ab5ba/
2022 Mercedes-Benz AMG EQS Base,"1,334 mi.","$138,993",Mercedes-Benz of Chicago,4.8,"1,313 reviews",https://www.cars.com/vehicledetail/d85cf79a-acad-497c-9025-39363141539c/
2022 Mercedes-Benz GLB 250 Base,"13,376 mi.","$42,800",Mercedes-Benz of Carlsbad,sds-rating--not-rated,418 reviews,https://www.cars.com/vehicledetail/b1d13c27-d4c2-4a34-af9e-2d935dff270a/
2019 Mercedes-Benz AMG GLC 43 Base 4MATIC,"19,584 mi.","$47,900",Mercedes Benz Manhattan Inc.,3.5,464 reviews,https://www.cars.com/vehicledetail/2bef69d4-19e9-4d29-bfb4-fe0d4aaf1438/
2019 Mercedes-Benz G-Class G 550 4MATIC,"23,400 mi.","$139,900",Isringhausen Imports,4.9,953 reviews,https://www.cars.com/vehicledetail/97e750be-9407-486d-8d6d-8c5dc2485aac/
2020 Mercedes-Benz GLE 450 AWD 4MATIC,"50,910 mi.","$49,000",Mercedes-Benz of Lehigh Valley,4.7,310 reviews,https://www.cars.com/vehicledetail/01a2fcc3-695d-42c3-b4c6-155a860041b6/
2020 Mercedes-Benz GLE 350 Base 4MATIC,"43,994 mi.","$46,500",Mercedes-Benz of Lancaster,4.8,169 reviews,https://www.cars.com/vehicledetail/dc0f2fff-433c-48db-bd41-275bab05e722/
2021 Mercedes-Benz GLE 580 AWD 4MATIC,"21,697 mi.","$73,757",Jackie Cooper Imports,4.9,"3,954 reviews",https://www.cars.com/vehicledetail/3a11cbc4-28aa-4ce9-b08e-da37c0b0234a/
2019 Mercedes-Benz S-Class S 560 4MATIC,"52,959 mi.","$58,800",Mercedes-Benz of Lancaster,4.8,169 reviews,https://www.cars.com/vehicledetail/9d7d16a1-24c4-4dae-9d2a-50eb9c35d1e3/
2020 Mercedes-Benz S-Class S 450,"51,174 mi.","$59,000",Mercedes-Benz of Laguna Niguel,4.7,"1,790 reviews",https://www.cars.com/vehicledetail/b439d573-feba-4c09-9f70-5b82970784f5/
2019 Mercedes-Benz SL 550 Base,"8,470 mi.","$88,998",Mercedes-Benz of Naples,4.7,"1,513 reviews",https://www.cars.com/vehicledetail/fda2acea-5814-4115-a13d-54b20c8f96b1/
2019 Mercedes-Benz AMG E 53 Base 4MATIC,"15,437 mi.","$67,587",Mercedes-Benz of Monterey,sds-rating--not-rated,60 reviews,https://www.cars.com/vehicledetail/d24052e3-4afe-44db-902e-e9517d6e3791/
2020 Mercedes-Benz GLC 300 Base 4MATIC,"32,990 mi.","$37,984",Mercedes-Benz of Edison,5.0,"3,831 reviews",https://www.cars.com/vehicledetail/5b7b5472-75d9-4fc3-9d04-d0464b199bac/
2021 Mercedes-Benz AMG GLE 53 Base,"2,157 mi.","$82,210",Mercedes-Benz of Massapequa,4.8,"1,833 reviews",https://www.cars.com/vehicledetail/7e14cdc2-da74-4bfe-bed5-cb84d37ceeb6/
2022 Mercedes-Benz E-Class E 350,"6,765 mi.","$57,608",Mercedes-Benz of Fort Lauderdale,4.5,"1,159 reviews",https://www.cars.com/vehicledetail/6e95ee55-a25e-48ab-b481-625bac75a503/
2019 Mercedes-Benz Sprinter 2500 Standard Roof V6,"47,722 mi.","$42,988",Ideal Hyundai of Frederick,4.7,"1,304 reviews",https://www.cars.com/vehicledetail/32e5fb0f-53e1-4447-a7b5-04714b626192/
2017 Mercedes-Benz GLS 450 Base 4MATIC,"47,702 mi.","$38,990",Mercedes-Benz of Bellevue,4.6,"1,001 reviews",https://www.cars.com/vehicledetail/83bacbaf-3f76-47d6-997f-b11b86b71a00/
2017 Mercedes-Benz GLE 350 Base 4MATIC,"55,696 mi.","$29,891",Crown Eurocars,4.9,"4,067 reviews",https://www.cars.com/vehicledetail/03d7d17a-6dfd-45f3-bb7a-bd9784ab9d40/
2023 Mercedes-Benz S-Class S 500 4MATIC,"4,055 mi.","$114,954",Mercedes-Benz Of Tampa,4.1,"3,512 reviews",https://www.cars.com/vehicledetail/d89c8644-b14d-4151-a62f-fcc117228a06/
2019 Mercedes-Benz GLS 450 Base 4MATIC,"50,218 mi.","$47,784",Mercedes-Benz of Ontario,4.8,"2,011 reviews",https://www.cars.com/vehicledetail/ffa0759d-1726-47f7-a7d4-ae235f7c2695/
2020 Mercedes-Benz E-Class E 350 4MATIC,"39,831 mi.","$39,155",Mercedes-Benz of Northwest Arkansas,sds-rating--not-rated,45 reviews,https://www.cars.com/vehicledetail/bd882c9f-f879-4c2a-8ab7-a5c606e65cde/
2021 Mercedes-Benz A-Class A 220 4MATIC,"26,846 mi.","$32,881",RBM of Atlanta,4.2,"1,026 reviews",https://www.cars.com/vehicledetail/03bee891-cc1f-4c4a-8b8b-bc85e15e9a4d/
2021 Mercedes-Benz C-Class C 300 4MATIC,"12,775 mi.","$42,000",International Autos,3.0,89 reviews,https://www.cars.com/vehicledetail/b15628e7-3285-4308-ad27-4bd8434776b3/
2020 Mercedes-Benz C-Class C 300 4MATIC,"22,176 mi.","$36,837",Mercedes-Benz of Milwaukee North,sds-rating--not-rated,307 reviews,https://www.cars.com/vehicledetail/c74ffafb-1cbb-442a-9fd2-a58fd42186c0/
2020 Mercedes-Benz GLC 300 Base,"12,443 mi.","$36,401",Mercedes-Benz Of Tampa,4.1,"3,512 reviews",https://www.cars.com/vehicledetail/fbd1a263-9fef-4b47-bbcb-a7b835b4348f/
2020 Mercedes-Benz GLC 300 Base,"30,538 mi.","$33,818",Mercedes-Benz Of Tampa,4.1,"3,512 reviews",https://www.cars.com/vehicledetail/27182831-5dca-4656-9cf8-04850a490edc/
2023 Mercedes-Benz C-Class C 300 4MATIC,"5,249 mi.","$49,985",Mercedes-Benz of Milwaukee North,sds-rating--not-rated,307 reviews,https://www.cars.com/vehicledetail/b7e03a57-ab5e-44c6-9a1d-1ce02b29f3c8/
2021 Mercedes-Benz C-Class C 300,"34,682 mi.","$37,871",Mercedes-Benz of Atlanta Northeast,4.7,"2,015 reviews",https://www.cars.com/vehicledetail/df620ae1-cf04-4f3c-b7e3-5f41efe1d58d/
2021 Mercedes-Benz E-Class E 350,"7,314 mi.","$52,000",Mercedes-Benz of North Palm Beach,3.1,50 reviews,https://www.cars.com/vehicledetail/8de1d090-e025-439f-ad77-0a5d5bca7770/
2022 Mercedes-Benz GLB 250 Base 4MATIC,"8,965 mi.","$47,800",Mercedes-Benz of Carlsbad,sds-rating--not-rated,418 reviews,https://www.cars.com/vehicledetail/49583373-b1cb-4f8d-b675-2f00812e7e76/
2019 Mercedes-Benz AMG GLE 43 4MATIC Coupe,"18,868 mi.","$61,988",Mercedes-Benz of Stevens Creek,4.6,"2,149 reviews",https://www.cars.com/vehicledetail/e1077f63-3922-4b45-a2d6-31d8344cbf85/
2022 Mercedes-Benz AMG GLE 53 Base,"18,502 mi.","$80,798",Mercedes-Benz of Nashville,4.5,912 reviews,https://www.cars.com/vehicledetail/7b9e358c-4e6a-46d9-be2a-736344410a06/
2018 Mercedes-Benz S-Class S 560 4MATIC,"34,639 mi.","$55,987",Mercedes-Benz of Farmington,3.9,272 reviews,https://www.cars.com/vehicledetail/956b600c-2586-4b2c-b1e1-a207f4dace1d/
2020 Mercedes-Benz GLB 250 Base,"41,212 mi.","$36,700",Mercedes-Benz of Carlsbad,sds-rating--not-rated,418 reviews,https://www.cars.com/vehicledetail/2a25de72-3d18-4076-af36-b9874801f3ce/
2022 Mercedes-Benz CLA 250 Base 4MATIC,"3,522 mi.","$40,978",Benzel-Busch Motor Car,4.5,"5,171 reviews",https://www.cars.com/vehicledetail/1f642a0d-aafe-43bf-8123-5bd579904ead/
2017 Mercedes-Benz GLE 350 Base,"75,530 mi.","$25,390",Mercedes-Benz of Clearwater,4.7,454 reviews,https://www.cars.com/vehicledetail/546d76ca-8026-4638-bca2-6029cf846c10/
2021 Mercedes-Benz AMG GLE 53 Base,"20,347 mi.","$88,994",Mercedes-Benz of Chicago,4.8,"1,313 reviews",https://www.cars.com/vehicledetail/9c0f3133-3377-466d-ab11-f0549d3f1bdf/
2021 Mercedes-Benz C-Class C 300 4MATIC,"43,685 mi.","$38,863",Mercedes-Benz of Clearwater,4.7,454 reviews,https://www.cars.com/vehicledetail/2c92c9bd-782b-45ff-ad6d-8df1dd31fdcc/
2018 Mercedes-Benz GLC 300 4MATIC Coupe,"50,689 mi.","$36,600",Mercedes-Benz of Goldens Bridge,4.4,236 reviews,https://www.cars.com/vehicledetail/35a35676-3342-4173-af1a-087a5c614e8b/
2019 Mercedes-Benz C-Class C 300 4MATIC,"28,812 mi.","$34,992",Mercedes-Benz of Houston North,4.5,"1,709 reviews",https://www.cars.com/vehicledetail/4dd4b341-6f62-47a1-8e78-7c803f9658bd/
2022 Mercedes-Benz AMG GLC 43 Base 4MATIC,"5,830 mi.","$62,000",Mercedes-Benz of Kansas City,4.7,755 reviews,https://www.cars.com/vehicledetail/fbf63c4b-5bce-4017-81f2-1e68340a1a24/
2021 Mercedes-Benz GLA 250 Base 4MATIC,"19,354 mi.","$38,994",Mercedes-Benz of Chicago,4.8,"1,313 reviews",https://www.cars.com/vehicledetail/e8b5e659-4218-4542-8e86-b449711a8cc3/
2021 Mercedes-Benz GLB 250 Base,"23,534 mi.","$39,156",Jackie Cooper Imports,4.9,"3,954 reviews",https://www.cars.com/vehicledetail/6509a676-d247-40f6-b7ab-196020ff6779/
2019 Mercedes-Benz AMG GLS 63 Base 4MATIC,"36,141 mi.","$72,990",Mercedes-Benz of Bellevue,4.6,"1,001 reviews",https://www.cars.com/vehicledetail/ebe62bfc-44ab-4b33-941c-73266a055c24/
2019 Mercedes-Benz A-Class A 220 4MATIC,"52,990 mi.","$28,883",Mercedes-Benz of Beaverton,4.4,"2,811 reviews",https://www.cars.com/vehicledetail/01190050-f160-4306-93a5-21d6ac4a876d/
2020 Mercedes-Benz SLC 300 Base,"9,261 mi.","$51,000",Mercedes-Benz of Fredericksburg,4.7,427 reviews,https://www.cars.com/vehicledetail/d9562ee9-b058-4533-8646-e27181003b60/
2019 Mercedes-Benz S-Class S 450 4MATIC,"65,668 mi.","$49,999","Smith Motor Sales of Haverhill, Inc.",4.9,"1,725 reviews",https://www.cars.com/vehicledetail/b4e2cb56-dcf5-410d-a034-70a5af9618ca/
2021 Mercedes-Benz S-Class S 580 4MATIC,"11,637 mi.","$101,993",Mercedes-Benz Of Bedford,4.7,483 reviews,https://www.cars.com/vehicledetail/795dd904-f438-4db7-ae5f-087ef6bb6843/
2023 Mercedes-Benz GLS 450 4MATIC,869 mi.,"$109,999",Mercedes-Benz of Hoffman Estates,4.6,"1,178 reviews",https://www.cars.com/vehicledetail/777bafc6-3791-44ba-b148-0b33cd1bec74/
2019 Mercedes-Benz S-Class S 560,"21,987 mi.","$65,933",House of Imports,4.7,"1,697 reviews",https://www.cars.com/vehicledetail/b439862f-96c8-47fb-9d82-e16752551070/
